model,layer,uniprot,n_molecules,order_used
conglude,L1,Q5TCY1,816,jsonl
conglude,L1,Q6GI75,816,jsonl
conglude,L1,Q6P179,612,jsonl
conglude,L1,Q72547,1785,jsonl
conglude,L1,Q86W56,2142,jsonl
conglude,L1,Q86WV6,1275,jsonl
conglude,L1,Q86X55,2448,jsonl
conglude,L1,Q86YT5,816,jsonl
conglude,L1,Q8IXJ6,1224,jsonl
conglude,L1,Q8N1Q1,510,jsonl
conglude,L1,Q8NEB9,663,jsonl
conglude,L1,Q8R4B8,1020,jsonl
conglude,L1,Q8TF76,663,jsonl
conglude,L1,Q8WUI4,867,jsonl
conglude,L1,Q92769,6477,jsonl
conglude,L1,Q92793,612,jsonl
conglude,L1,Q92918,8211,jsonl
conglude,L1,Q93009,816,jsonl
conglude,L1,Q96EB6,561,jsonl
conglude,L1,Q96GD4,1224,jsonl
conglude,L1,Q96LA8,612,jsonl
conglude,L1,Q96MU7,561,jsonl
conglude,L1,Q96RI1,663,jsonl
conglude,L1,Q99683,816,jsonl
conglude,L1,Q99685,561,jsonl
conglude,L1,Q99720,3213,jsonl
conglude,L1,Q99873,1734,jsonl
conglude,L1,Q9BUB5,663,jsonl
conglude,L1,Q9BV86,714,jsonl
conglude,L1,Q9BY41,5304,jsonl
conglude,L1,Q9C0B1,4131,jsonl
conglude,L1,Q9GZQ8,918,jsonl
conglude,L1,Q9H2K2,1734,jsonl
conglude,L1,Q9H9B1,918,jsonl
conglude,L1,Q9HBH9,612,jsonl
conglude,L1,Q9NQS5,663,jsonl
conglude,L1,Q9NWZ3,4641,jsonl
conglude,L1,Q9NXA8,663,jsonl
conglude,L1,Q9P1W9,1173,jsonl
conglude,L1,Q9P2K8,867,jsonl
conglude,L1,Q9UBF8,2193,jsonl
conglude,L1,Q9UBN7,21726,jsonl
conglude,L1,Q9UGL1,510,jsonl
conglude,L1,Q9UGN5,2040,jsonl
conglude,L1,Q9UIQ6,1173,jsonl
conglude,L1,Q9ULX7,1224,jsonl
conglude,L1,Q9UM73,2142,jsonl
conglude,L1,Q9UQB9,510,jsonl
conglude,L1,Q9UQD0,765,jsonl
conglude,L1,Q9Y233,2142,jsonl
conglude,L1,Q9Y2K2,1938,jsonl
conglude,L1,Q9Y2R2,612,jsonl
conglude,L1,Q9Y463,1224,jsonl
conglude,L1,Q9Y5Y9,2091,jsonl
conglude,L1,Q9Y5Z0,11577,jsonl
conglude,L2,O00141,1734,jsonl
conglude,L2,O00255,20349,jsonl
conglude,L2,O00763,2346,jsonl
conglude,L2,O14684,6375,jsonl
conglude,L2,O14733,816,jsonl
conglude,L2,O14757,9690,jsonl
conglude,L2,O14842,918,jsonl
conglude,L2,O14965,2601,jsonl
conglude,L2,O14976,1683,jsonl
conglude,L2,O15151,561,jsonl
conglude,L2,O15379,21063,jsonl
conglude,L2,O43318,765,jsonl
conglude,L2,O43353,15147,jsonl
conglude,L2,O43497,7905,jsonl
conglude,L2,O43570,12189,jsonl
conglude,L2,O43613,5049,jsonl
conglude,L2,O43614,7395,jsonl
conglude,L2,O43924,714,jsonl
conglude,L2,O60341,41157,jsonl
conglude,L2,O60674,38709,jsonl
conglude,L2,O60760,1581,jsonl
conglude,L2,O60885,29376,jsonl
conglude,L2,O75173,4233,jsonl
conglude,L2,O75385,20808,jsonl
conglude,L2,O75417,96237,jsonl
conglude,L2,O75460,14178,jsonl
conglude,L2,O75762,12291,jsonl
conglude,L2,O75874,3060,jsonl
conglude,L2,O75936,1173,jsonl
conglude,L2,O76074,1428,jsonl
conglude,L2,O76083,8160,jsonl
conglude,L2,O95271,2805,jsonl
conglude,L2,O95819,3366,jsonl
conglude,L2,O96013,1785,jsonl
conglude,L2,O96017,3315,jsonl
conglude,L2,P00519,14994,jsonl
conglude,L2,P00533,104397,jsonl
conglude,L2,P00746,18564,jsonl
conglude,L2,P00748,1581,jsonl
conglude,L2,P00797,1887,jsonl
conglude,L2,P00915,11373,jsonl
conglude,L2,P00918,17340,jsonl
conglude,L2,P01116,145641,jsonl
conglude,L2,P01375,1071,jsonl
conglude,L2,P02753,1173,jsonl
conglude,L2,P03372,11118,jsonl
conglude,L2,P03951,5151,jsonl
conglude,L2,P04049,33456,jsonl
conglude,L2,P04293,18105,jsonl
conglude,L2,P04585,714,jsonl
conglude,L2,P04626,51204,jsonl
conglude,L2,P04629,30498,jsonl
conglude,L2,P04798,1734,jsonl
conglude,L2,P04818,1326,jsonl
conglude,L2,P05089,663,jsonl
conglude,L2,P05177,1836,jsonl
conglude,L2,P05981,714,jsonl
conglude,L2,P06239,36465,jsonl
conglude,L2,P06241,2754,jsonl
conglude,L2,P06276,7089,jsonl
conglude,L2,P06401,1020,jsonl
conglude,L2,P06493,9486,jsonl
conglude,L2,P06935,4590,jsonl
conglude,L2,P07333,39423,jsonl
conglude,L2,P07711,5763,jsonl
conglude,L2,P07858,1479,jsonl
conglude,L2,P07900,1785,jsonl
conglude,L2,P07948,510,jsonl
conglude,L2,P07949,13413,jsonl
conglude,L2,P08069,18309,jsonl
conglude,L2,P08172,2448,jsonl
conglude,L2,P08173,3978,jsonl
conglude,L2,P08183,1326,jsonl
conglude,L2,P08238,2499,jsonl
conglude,L2,P08246,510,jsonl
conglude,L2,P08253,1275,jsonl
conglude,L2,P08254,816,jsonl
conglude,L2,P08684,1377,jsonl
conglude,L2,P08912,1326,jsonl
conglude,L2,P08922,2601,jsonl
conglude,L2,P09237,1071,jsonl
conglude,L2,P09238,867,jsonl
conglude,L2,P09382,25755,jsonl
conglude,L2,P09917,714,jsonl
conglude,L2,P09960,765,jsonl
conglude,L2,P0A017,1020,jsonl
conglude,L2,P0A0K8,1326,jsonl
conglude,L2,P0A725,1122,jsonl
conglude,L2,P0AES6,1275,jsonl
conglude,L2,P0DMS8,2550,jsonl
conglude,L2,P0DTD1,98073,jsonl
conglude,L2,P0DUB6,1989,jsonl
conglude,L2,P10275,7395,jsonl
conglude,L2,P10415,51357,jsonl
conglude,L2,P10721,57222,jsonl
conglude,L2,P11229,1224,jsonl
conglude,L2,P11309,3366,jsonl
conglude,L2,P11474,10149,jsonl
conglude,L2,P11511,867,jsonl
conglude,L2,P12931,3519,jsonl
conglude,L2,P13569,2448,jsonl
conglude,L2,P13866,561,jsonl
conglude,L2,P13995,561,jsonl
conglude,L2,P14207,1122,jsonl
conglude,L2,P14555,765,jsonl
conglude,L2,P14618,2040,jsonl
conglude,L2,P14780,1632,jsonl
conglude,L2,P14867,6324,jsonl
conglude,L2,P14902,1785,jsonl
conglude,L2,P15056,39219,jsonl
conglude,L2,P15428,18411,jsonl
conglude,L2,P15559,4284,jsonl
conglude,L2,P17252,1530,jsonl
conglude,L2,P17516,969,jsonl
conglude,L2,P17612,765,jsonl
conglude,L2,P17706,4590,jsonl
conglude,L2,P17812,13872,jsonl
conglude,L2,P18031,13158,jsonl
conglude,L2,P18054,1785,jsonl
conglude,L2,P18825,6375,jsonl
conglude,L2,P19099,765,jsonl
conglude,L2,P20309,1275,jsonl
conglude,L2,P20831,1581,jsonl
conglude,L2,P21397,1836,jsonl
conglude,L2,P21554,2703,jsonl
conglude,L2,P21589,8721,jsonl
conglude,L2,P21728,1020,jsonl
conglude,L2,P21802,24684,jsonl
conglude,L2,P22303,10251,jsonl
conglude,L2,P22455,5916,jsonl
conglude,L2,P22607,19584,jsonl
conglude,L2,P22748,867,jsonl
conglude,L2,P22894,765,jsonl
conglude,L2,P23458,31722,jsonl
conglude,L2,P23467,3927,jsonl
conglude,L2,P23921,510,jsonl
conglude,L2,P24941,83079,jsonl
conglude,L2,P25440,1632,jsonl
conglude,L2,P25774,1683,jsonl
conglude,L2,P27338,6324,jsonl
conglude,L2,P27487,5916,jsonl
conglude,L2,P28482,33915,jsonl
conglude,L2,P28845,765,jsonl
conglude,L2,P28907,8466,jsonl
conglude,L2,P29274,39627,jsonl
conglude,L2,P29275,18258,jsonl
conglude,L2,P29375,2397,jsonl
conglude,L2,P29466,1071,jsonl
conglude,L2,P29597,69972,jsonl
conglude,L2,P30291,6069,jsonl
conglude,L2,P30530,47328,jsonl
conglude,L2,P30542,5814,jsonl
conglude,L2,P30559,561,jsonl
conglude,L2,P31153,27642,jsonl
conglude,L2,P31391,5100,jsonl
conglude,L2,P31639,612,jsonl
conglude,L2,P31644,18309,jsonl
conglude,L2,P31645,5559,jsonl
conglude,L2,P31749,10863,jsonl
conglude,L2,P31751,6018,jsonl
conglude,L2,P32245,10608,jsonl
conglude,L2,P32297,612,jsonl
conglude,L2,P33981,2499,jsonl
conglude,L2,P34913,3162,jsonl
conglude,L2,P34914,10098,jsonl
conglude,L2,P34947,2244,jsonl
conglude,L2,P34972,3213,jsonl
conglude,L2,P35354,5049,jsonl
conglude,L2,P35367,1734,jsonl
conglude,L2,P35408,2448,jsonl
conglude,L2,P35968,47277,jsonl
conglude,L2,P36544,1071,jsonl
conglude,L2,P36776,4488,jsonl
conglude,L2,P36888,25806,jsonl
conglude,L2,P36897,14127,jsonl
conglude,L2,P37023,816,jsonl
conglude,L2,P39900,4233,jsonl
conglude,L2,P40261,663,jsonl
conglude,L2,P40763,2550,jsonl
conglude,L2,P41143,4692,jsonl
conglude,L2,P41146,2754,jsonl
conglude,L2,P41182,20706,jsonl
conglude,L2,P41240,8874,jsonl
conglude,L2,P41594,1326,jsonl
conglude,L2,P41595,2499,jsonl
conglude,L2,P42336,43554,jsonl
conglude,L2,P42345,4080,jsonl
conglude,L2,P43166,1989,jsonl
conglude,L2,P43235,561,jsonl
conglude,L2,P43405,5304,jsonl
conglude,L2,P43490,24582,jsonl
conglude,L2,P43681,561,jsonl
conglude,L2,P45452,1785,jsonl
conglude,L2,P45983,1428,jsonl
conglude,L2,P45984,2754,jsonl
conglude,L2,P47205,7497,jsonl
conglude,L2,P47989,714,jsonl
conglude,L2,P48039,612,jsonl
conglude,L2,P48729,6834,jsonl
conglude,L2,P48730,7344,jsonl
conglude,L2,P48735,1479,jsonl
conglude,L2,P48736,11373,jsonl
conglude,L2,P49137,663,jsonl
conglude,L2,P49286,663,jsonl
conglude,L2,P49327,561,jsonl
conglude,L2,P49336,1785,jsonl
conglude,L2,P49674,663,jsonl
conglude,L2,P49759,6834,jsonl
conglude,L2,P49760,13107,jsonl
conglude,L2,P49840,80580,jsonl
conglude,L2,P49841,71757,jsonl
conglude,L2,P50053,48144,jsonl
conglude,L2,P50406,2856,jsonl
conglude,L2,P50613,8925,jsonl
conglude,L2,P50750,9792,jsonl
conglude,L2,P51531,4692,jsonl
conglude,L2,P51532,4182,jsonl
conglude,L2,P51617,2193,jsonl
conglude,L2,P51813,2142,jsonl
conglude,L2,P52333,36975,jsonl
conglude,L2,P52895,612,jsonl
conglude,L2,P53350,5457,jsonl
conglude,L2,P53396,3009,jsonl
conglude,L2,P53634,21165,jsonl
conglude,L2,P53667,3162,jsonl
conglude,L2,P53779,3315,jsonl
conglude,L2,P54646,714,jsonl
conglude,L2,P55055,612,jsonl
conglude,L2,P56373,1377,jsonl
conglude,L2,P56524,867,jsonl
conglude,L2,P56817,17952,jsonl
conglude,L2,P61073,2652,jsonl
conglude,L2,P61964,2601,jsonl
conglude,L2,P62937,5151,jsonl
conglude,L2,P69996,561,jsonl
conglude,L2,P78527,32232,jsonl
conglude,L2,P80192,2958,jsonl
conglude,L2,P80457,1581,jsonl
conglude,L2,P97612,612,jsonl
conglude,L2,P98170,10710,jsonl
conglude,L2,P9WGR1,612,jsonl
conglude,L2,Q00534,55641,jsonl
conglude,L2,Q00535,2040,jsonl
conglude,L2,Q00536,1734,jsonl
conglude,L2,Q00960,3519,jsonl
conglude,L2,Q00987,3315,jsonl
conglude,L2,Q01064,35394,jsonl
conglude,L2,Q01959,1275,jsonl
conglude,L2,Q02127,5508,jsonl
conglude,L2,Q02750,663,jsonl
conglude,L2,Q03111,5100,jsonl
conglude,L2,Q04609,5151,jsonl
conglude,L2,Q04759,1887,jsonl
conglude,L2,Q04771,2040,jsonl
conglude,L2,Q04828,918,jsonl
conglude,L2,Q05397,18819,jsonl
conglude,L2,Q06124,24837,jsonl
conglude,L2,Q06187,49827,jsonl
conglude,L2,Q07343,9588,jsonl
conglude,L2,Q07817,19227,jsonl
conglude,L2,Q07820,5457,jsonl
conglude,L2,Q07889,30141,jsonl
conglude,L2,Q08345,17238,jsonl
conglude,L2,Q09472,5712,jsonl
conglude,L2,Q12866,44625,jsonl
conglude,L2,Q12879,612,jsonl
conglude,L2,Q12884,6222,jsonl
conglude,L2,Q12931,561,jsonl
conglude,L2,Q13043,765,jsonl
conglude,L2,Q13085,1173,jsonl
conglude,L2,Q13133,561,jsonl
conglude,L2,Q13153,816,jsonl
conglude,L2,Q13164,765,jsonl
conglude,L2,Q13224,2142,jsonl
conglude,L2,Q13315,11016,jsonl
conglude,L2,Q13464,9333,jsonl
conglude,L2,Q13490,10761,jsonl
conglude,L2,Q13526,714,jsonl
conglude,L2,Q13546,29988,jsonl
conglude,L2,Q13627,23562,jsonl
conglude,L2,Q13822,10047,jsonl
conglude,L2,Q13946,4743,jsonl
conglude,L2,Q14004,2142,jsonl
conglude,L2,Q14145,6324,jsonl
conglude,L2,Q14432,2397,jsonl
conglude,L2,Q14524,1836,jsonl
conglude,L2,Q14833,8721,jsonl
conglude,L2,Q14994,1122,jsonl
conglude,L2,Q15059,1887,jsonl
conglude,L2,Q15118,867,jsonl
conglude,L2,Q15119,5712,jsonl
conglude,L2,Q15561,19686,jsonl
conglude,L2,Q15858,33660,jsonl
conglude,L2,Q15910,37485,jsonl
conglude,L2,Q16288,8466,jsonl
conglude,L2,Q16539,1887,jsonl
conglude,L2,Q16602,1224,jsonl
conglude,L2,Q16620,9588,jsonl
conglude,L2,Q16678,1581,jsonl
conglude,L2,Q16769,3417,jsonl
conglude,L2,Q16790,12750,jsonl
conglude,L2,Q2M2I8,3213,jsonl
conglude,L2,Q3TBT3,714,jsonl
conglude,L2,Q460N5,1224,jsonl
conglude,L2,Q58F21,1989,jsonl
conglude,L2,Q5S007,38760,jsonl
conglude,L2,Q64610,2805,jsonl
conglude,L2,Q6P179,867,jsonl
conglude,L2,Q6V1X1,3519,jsonl
conglude,L2,Q72547,3264,jsonl
conglude,L2,Q86TI2,2856,jsonl
conglude,L2,Q86W56,17391,jsonl
conglude,L2,Q86WV6,8670,jsonl
conglude,L2,Q86X55,2397,jsonl
conglude,L2,Q8IVH8,16932,jsonl
conglude,L2,Q8IXJ6,867,jsonl
conglude,L2,Q8IYT8,561,jsonl
conglude,L2,Q8NEB9,2907,jsonl
conglude,L2,Q8NET8,15096,jsonl
conglude,L2,Q8NFU5,3366,jsonl
conglude,L2,Q8NI77,55590,jsonl
conglude,L2,Q8R4B8,2958,jsonl
conglude,L2,Q8TF76,1887,jsonl
conglude,L2,Q92633,28560,jsonl
conglude,L2,Q92769,17238,jsonl
conglude,L2,Q92793,22287,jsonl
conglude,L2,Q92831,2091,jsonl
conglude,L2,Q92918,115821,jsonl
conglude,L2,Q92993,4743,jsonl
conglude,L2,Q93009,14943,jsonl
conglude,L2,Q96GG9,26010,jsonl
conglude,L2,Q96RI1,3111,jsonl
conglude,L2,Q96SW2,34323,jsonl
conglude,L2,Q99558,2805,jsonl
conglude,L2,Q99571,2499,jsonl
conglude,L2,Q99683,3876,jsonl
conglude,L2,Q99685,19380,jsonl
conglude,L2,Q99720,2142,jsonl
conglude,L2,Q99814,5814,jsonl
conglude,L2,Q99873,1530,jsonl
conglude,L2,Q9BUB5,5916,jsonl
conglude,L2,Q9BY41,20043,jsonl
conglude,L2,Q9BZP6,663,jsonl
conglude,L2,Q9C0B1,1530,jsonl
conglude,L2,Q9GZT9,3978,jsonl
conglude,L2,Q9H2K2,4080,jsonl
conglude,L2,Q9H3N8,2805,jsonl
conglude,L2,Q9H7B4,1275,jsonl
conglude,L2,Q9H8M2,19941,jsonl
conglude,L2,Q9HAZ1,6885,jsonl
conglude,L2,Q9HBH9,5304,jsonl
conglude,L2,Q9NQS5,2346,jsonl
conglude,L2,Q9NR48,1785,jsonl
conglude,L2,Q9NR97,2958,jsonl
conglude,L2,Q9NSY1,3468,jsonl
conglude,L2,Q9NWZ3,74358,jsonl
conglude,L2,Q9NYL2,612,jsonl
conglude,L2,Q9P1W9,969,jsonl
conglude,L2,Q9P2K8,4386,jsonl
conglude,L2,Q9UBF8,1326,jsonl
conglude,L2,Q9UBN7,71451,jsonl
conglude,L2,Q9UEE5,1020,jsonl
conglude,L2,Q9UGN5,8364,jsonl
conglude,L2,Q9UIQ6,867,jsonl
conglude,L2,Q9UK32,1122,jsonl
conglude,L2,Q9ULX7,612,jsonl
conglude,L2,Q9UM07,42024,jsonl
conglude,L2,Q9UM73,5916,jsonl
conglude,L2,Q9UNA0,4080,jsonl
conglude,L2,Q9UNQ0,612,jsonl
conglude,L2,Q9UQB9,765,jsonl
conglude,L2,Q9UQD0,16422,jsonl
conglude,L2,Q9Y233,4131,jsonl
conglude,L2,Q9Y251,2703,jsonl
conglude,L2,Q9Y2K2,2244,jsonl
conglude,L2,Q9Y572,1530,jsonl
conglude,L2,Q9Y5N1,1428,jsonl
conglude,L2,Q9Y5Y6,1530,jsonl
conglude,L2,Q9Y5Y9,32232,jsonl
conglude,L2,Q9Y5Z0,16167,jsonl
conglude,L2,Q9Y657,561,jsonl
conglude,L2,Q9Z1M0,561,jsonl
conglude,L3,C7FF05,4692,jsonl
conglude,L3,O94921,5100,jsonl
conglude,L3,P01111,23919,jsonl
conglude,L3,P05622,19278,jsonl
conglude,L3,P06802,2091,jsonl
conglude,L3,P08515,1173,jsonl
conglude,L3,P09487,561,jsonl
conglude,L3,P0DTC1,43605,jsonl
conglude,L3,P11498,1173,jsonl
conglude,L3,P11926,714,jsonl
conglude,L3,P17787,612,jsonl
conglude,L3,P30405,3978,jsonl
conglude,L3,P36222,4437,jsonl
conglude,L3,P37288,5610,jsonl
conglude,L3,P43220,6579,jsonl
conglude,L3,P43250,1122,jsonl
conglude,L3,P51684,561,jsonl
conglude,L3,P56450,663,jsonl
conglude,L3,P56528,5253,jsonl
conglude,L3,P97821,4233,jsonl
conglude,L3,Q00959,765,jsonl
conglude,L3,Q00961,1071,jsonl
conglude,L3,Q02779,816,jsonl
conglude,L3,Q14123,2040,jsonl
conglude,L3,Q15391,1428,jsonl
conglude,L3,Q15562,9180,jsonl
conglude,L3,Q15878,7701,jsonl
conglude,L3,Q16665,1428,jsonl
conglude,L3,Q62645,765,jsonl
conglude,L3,Q8R431,714,jsonl
conglude,L3,Q92830,8109,jsonl
conglude,L3,Q96LB1,3519,jsonl
conglude,L3,Q99594,5202,jsonl
conglude,L3,Q9HCR9,2040,jsonl
conglude,L3,Q9NP56,3621,jsonl
conglude,L3,Q9NPC1,867,jsonl
conglude,L3,Q9NR22,561,jsonl
conglude,L3,Q9Y4K4,510,jsonl
conglude,L3,Q9Y6M4,1734,jsonl
conglude,L4,B4RNM9,2958,jsonl
conglude,L4,C9J9Y7,30702,jsonl
conglude,L4,I6WXK4,1173,jsonl
conglude,L4,O00411,11577,jsonl
conglude,L4,O00443,5049,jsonl
conglude,L4,O00748,969,jsonl
conglude,L4,O00750,867,jsonl
conglude,L4,O00767,1887,jsonl
conglude,L4,O14578,7752,jsonl
conglude,L4,O14980,2499,jsonl
conglude,L4,O15393,2040,jsonl
conglude,L4,O42275,6018,jsonl
conglude,L4,O54890,510,jsonl
conglude,L4,O60285,1887,jsonl
conglude,L4,O60331,1683,jsonl
conglude,L4,O60427,12036,jsonl
conglude,L4,O60563,7956,jsonl
conglude,L4,O75106,3111,jsonl
conglude,L4,O75143,1836,jsonl
conglude,L4,O75365,1275,jsonl
conglude,L4,O75747,11679,jsonl
conglude,L4,O75909,8619,jsonl
conglude,L4,O77963,6987,jsonl
conglude,L4,O88634,3366,jsonl
conglude,L4,O94956,510,jsonl
conglude,L4,O95069,918,jsonl
conglude,L4,O95278,918,jsonl
conglude,L4,O95835,3723,jsonl
conglude,L4,O95931,2091,jsonl
conglude,L4,P01127,10506,jsonl
conglude,L4,P04296,9690,jsonl
conglude,L4,P05067,4386,jsonl
conglude,L4,P08546,4182,jsonl
conglude,L4,P08648,510,jsonl
conglude,L4,P09391,561,jsonl
conglude,L4,P09871,21471,jsonl
conglude,L4,P09936,714,jsonl
conglude,L4,P0AES4,6783,jsonl
conglude,L4,P11166,3519,jsonl
conglude,L4,P11169,663,jsonl
conglude,L4,P12955,663,jsonl
conglude,L4,P13612,47379,jsonl
conglude,L4,P14060,3774,jsonl
conglude,L4,P14416,16320,jsonl
conglude,L4,P14672,1989,jsonl
conglude,L4,P15692,3009,jsonl
conglude,L4,P15823,561,jsonl
conglude,L4,P16101,5916,jsonl
conglude,L4,P16406,1479,jsonl
conglude,L4,P16788,23154,jsonl
conglude,L4,P17927,3519,jsonl
conglude,L4,P17948,4794,jsonl
conglude,L4,P18510,612,jsonl
conglude,L4,P18848,2040,jsonl
conglude,L4,P19525,9231,jsonl
conglude,L4,P20648,5712,jsonl
conglude,L4,P21842,2499,jsonl
conglude,L4,P21917,3315,jsonl
conglude,L4,P22001,17901,jsonl
conglude,L4,P22629,1173,jsonl
conglude,L4,P22681,816,jsonl
conglude,L4,P22830,867,jsonl
conglude,L4,P23743,27744,jsonl
conglude,L4,P24385,10863,jsonl
conglude,L4,P24530,510,jsonl
conglude,L4,P24863,918,jsonl
conglude,L4,P25322,1581,jsonl
conglude,L4,P25929,5202,jsonl
conglude,L4,P26012,1275,jsonl
conglude,L4,P27986,3366,jsonl
conglude,L4,P29371,1326,jsonl
conglude,L4,P30550,663,jsonl
conglude,L4,P30990,3876,jsonl
conglude,L4,P31350,816,jsonl
conglude,L4,P34969,5151,jsonl
conglude,L4,P35462,5559,jsonl
conglude,L4,P35869,1836,jsonl
conglude,L4,P37059,2397,jsonl
conglude,L4,P37840,5865,jsonl
conglude,L4,P38158,561,jsonl
conglude,L4,P43251,1428,jsonl
conglude,L4,P43341,7803,jsonl
conglude,L4,P43354,1785,jsonl
conglude,L4,P46976,1122,jsonl
conglude,L4,P48025,663,jsonl
conglude,L4,P48048,1530,jsonl
conglude,L4,P48549,1122,jsonl
conglude,L4,P49238,969,jsonl
conglude,L4,P49721,765,jsonl
conglude,L4,P49959,612,jsonl
conglude,L4,P50052,10914,jsonl
conglude,L4,P51946,5304,jsonl
conglude,L4,P52429,4131,jsonl
conglude,L4,P54278,4335,jsonl
conglude,L4,P57059,4284,jsonl
conglude,L4,P62837,1989,jsonl
conglude,L4,P97639,1224,jsonl
conglude,L4,Q01538,66402,jsonl
conglude,L4,Q01973,1122,jsonl
conglude,L4,Q02974,1326,jsonl
conglude,L4,Q03164,13668,jsonl
conglude,L4,Q04912,561,jsonl
conglude,L4,Q06830,1530,jsonl
conglude,L4,Q08828,3468,jsonl
conglude,L4,Q10469,8721,jsonl
conglude,L4,Q12809,1989,jsonl
conglude,L4,Q13094,1530,jsonl
conglude,L4,Q13191,62832,jsonl
conglude,L4,Q13233,2958,jsonl
conglude,L4,Q13541,18054,jsonl
conglude,L4,Q13564,1173,jsonl
conglude,L4,Q13574,29376,jsonl
conglude,L4,Q13639,2499,jsonl
conglude,L4,Q13686,2040,jsonl
conglude,L4,Q13724,26979,jsonl
conglude,L4,Q14721,1530,jsonl
conglude,L4,Q15040,1224,jsonl
conglude,L4,Q15078,2652,jsonl
conglude,L4,Q15116,5457,jsonl
conglude,L4,Q15369,561,jsonl
conglude,L4,Q15726,1377,jsonl
conglude,L4,Q16204,1530,jsonl
conglude,L4,Q16236,4386,jsonl
conglude,L4,Q16531,25041,jsonl
conglude,L4,Q16739,15759,jsonl
conglude,L4,Q16832,16626,jsonl
conglude,L4,Q16853,4284,jsonl
conglude,L4,Q29550,765,jsonl
conglude,L4,Q2FYS5,1479,jsonl
conglude,L4,Q3SYC2,765,jsonl
conglude,L4,Q5JRX3,2907,jsonl
conglude,L4,Q5M868,4029,jsonl
conglude,L4,Q60795,1377,jsonl
conglude,L4,Q6NS38,714,jsonl
conglude,L4,Q6SZW1,12393,jsonl
conglude,L4,Q7Z3E1,29274,jsonl
conglude,L4,Q7Z5P4,45594,jsonl
conglude,L4,Q86SK9,2754,jsonl
conglude,L4,Q86UE8,3468,jsonl
conglude,L4,Q86YV6,714,jsonl
conglude,L4,Q8BHB0,1428,jsonl
conglude,L4,Q8IU80,765,jsonl
conglude,L4,Q8IVG9,714,jsonl
conglude,L4,Q8IWV7,510,jsonl
conglude,L4,Q8N1C3,10251,jsonl
conglude,L4,Q8NEV1,561,jsonl
conglude,L4,Q8NFR9,1173,jsonl
conglude,L4,Q8NHG7,4590,jsonl
conglude,L4,Q8TAF3,2193,jsonl
conglude,L4,Q8TD08,561,jsonl
conglude,L4,Q8TDU9,510,jsonl
conglude,L4,Q8VCR2,1173,jsonl
conglude,L4,Q8WXE1,5508,jsonl
conglude,L4,Q8WYB5,9792,jsonl
conglude,L4,Q91WP0,8874,jsonl
conglude,L4,Q92551,9792,jsonl
conglude,L4,Q92743,612,jsonl
conglude,L4,Q92794,43809,jsonl
conglude,L4,Q92905,1173,jsonl
conglude,L4,Q92932,26061,jsonl
conglude,L4,Q96DB2,3621,jsonl
conglude,L4,Q96KP4,5610,jsonl
conglude,L4,Q96PC2,2244,jsonl
conglude,L4,Q96PD7,3417,jsonl
conglude,L4,Q96QP1,22695,jsonl
conglude,L4,Q96RU2,2448,jsonl
conglude,L4,Q99788,2244,jsonl
conglude,L4,Q99986,1938,jsonl
conglude,L4,Q9BQ50,5916,jsonl
conglude,L4,Q9BVC4,510,jsonl
conglude,L4,Q9BW19,9945,jsonl
conglude,L4,Q9BY08,1989,jsonl
conglude,L4,Q9BZ95,561,jsonl
conglude,L4,Q9CVD2,816,jsonl
conglude,L4,Q9DGD3,3774,jsonl
conglude,L4,Q9GZQ6,1275,jsonl
conglude,L4,Q9GZZ6,561,jsonl
conglude,L4,Q9H093,561,jsonl
conglude,L4,Q9H0K1,5559,jsonl
conglude,L4,Q9H299,765,jsonl
conglude,L4,Q9H300,816,jsonl
conglude,L4,Q9H7M9,1224,jsonl
conglude,L4,Q9HB14,765,jsonl
conglude,L4,Q9HC35,765,jsonl
conglude,L4,Q9HC84,9435,jsonl
conglude,L4,Q9HCE5,9843,jsonl
conglude,L4,Q9IWW8,918,jsonl
conglude,L4,Q9NPF7,2550,jsonl
conglude,L4,Q9NPH5,4896,jsonl
conglude,L4,Q9NR19,7242,jsonl
conglude,L4,Q9NR96,1938,jsonl
conglude,L4,Q9NSD7,765,jsonl
conglude,L4,Q9NSU2,5916,jsonl
conglude,L4,Q9NVM4,510,jsonl
conglude,L4,Q9NY59,1020,jsonl
conglude,L4,Q9UJ71,3723,jsonl
conglude,L4,Q9WHN8,10251,jsonl
conglude,L4,Q9Y239,2958,jsonl
conglude,L4,Q9Y2I1,510,jsonl
conglude,L4,Q9Y2I7,20094,jsonl
conglude,L4,Q9Y4K0,2397,jsonl
conglude,L4,Q9Y5X5,867,jsonl
conplex,L1,C7C422,1785,jsonl
conplex,L1,O00141,1581,jsonl
conplex,L1,O00329,9282,jsonl
conplex,L1,O00444,663,jsonl
conplex,L1,O00519,2397,jsonl
conplex,L1,O14744,1224,jsonl
conplex,L1,O14757,663,jsonl
conplex,L1,O14965,1173,jsonl
conplex,L1,O15379,7191,jsonl
conplex,L1,O43353,12546,jsonl
conplex,L1,O43570,12750,jsonl
conplex,L1,O60218,1683,jsonl
conplex,L1,O60341,5304,jsonl
conplex,L1,O60674,11628,jsonl
conplex,L1,O60885,2958,jsonl
conplex,L1,O75116,1734,jsonl
conplex,L1,O75385,510,jsonl
conplex,L1,O75460,1734,jsonl
conplex,L1,O75469,4182,jsonl
conplex,L1,O75762,765,jsonl
conplex,L1,O75874,1479,jsonl
